TESTACC,TS-CHIEF,HIVE-COTE v1.0,ROCKET,InceptionTime,STC,ResNet,ProximityForest,WEASEL,S-BOSS,cBOSS,BOSS,RISE,TSF,Catch22,Nasz – max,Nasz – avg,Nasz,Nasz,Nasz,Nasz,Nasz
ProximalPhalanxTW,0.811056910569106,0.81609756097561,0.803577235772358,0.781626016260163,0.807642276422764,0.789430894308943,0.790731707317073,0.801463414634147,0.774634146341464,0.794634146341464,0.768617886178862,0.813170731707317,0.801626016260163,0.786341463414634,0.567567586898804,0.513513511419296,0.527027010917664,0.567567586898804,0.5,0.540540516376495,0.432432442903519
RefrigerationDevices,0.726844444444445,0.790933333333333,0.729955555555556,0.758933333333333,0.777155555555556,0.786844444444445,0.672355555555555,0.739733333333333,0.7784,0.762933333333333,0.782844444444445,0.651822222222222,0.611644444444445,0.7088,0.574468076229095,0.525531911849976,0.478723406791687,0.53191488981247,0.574468076229095,0.510638296604157,0.53191488981247
Rock,0.832,0.855333333333333,0.804666666666667,0.628,0.867333333333333,0.416,0.774666666666667,0.854666666666667,0.826,0.801333333333333,0.802666666666667,0.782,0.76,0.705333333333333,0,#DIV/0!,,,,,
ScreenType,0.594222222222222,0.724177777777777,0.608977777777778,0.706044444444445,0.717866666666667,0.755288888888889,0.572,0.595911111111111,0.588977777777778,0.577066666666667,0.5848,0.605866666666667,0.471822222222222,0.600711111111111,0.478723406791687,0.429787236452103,0.393617033958435,0.361702114343643,0.478723406791687,0.457446813583374,0.457446813583374
SemgHandGenderCh2,0.938888888888889,0.969166666666667,0.923111111111111,0.884666666666667,0.932277777777778,0.808888888888889,0.963111111111111,0.781444444444445,0.885166666666667,0.879111111111111,0.887666666666667,0.87,0.947388888888889,0.870611111111111,0.851063847541809,0.830851066112518,0.813829779624939,0.824468076229095,0.851063847541809,0.829787254333496,0.835106372833252
SemgHandMovementCh2,0.884962962962963,0.888962962962963,0.652592592592592,0.551555555555556,0.788296296296296,0.420962962962963,0.890888888888889,0.460296296296296,0.681777777777778,0.692148148148148,0.664888888888889,0.724,0.864148148148148,0.682518518518519,0.469026535749435,0.426548671722412,0.38053098320961,0.424778759479523,0.43362832069397,0.424778759479523,0.469026535749435
SemgHandSubjectCh2,0.933111111111111,0.950592592592593,0.911851851851852,0.762888888888889,0.913333333333333,0.554740740740741,0.938074074074074,0.793481481481482,0.842740740740741,0.845407407407407,0.835111111111111,0.824148148148148,0.916,0.848740740740741,0.690265476703644,0.646017694473267,0.584070801734924,0.663716793060303,0.628318607807159,0.663716793060303,0.690265476703644
ShapeletSim,1,1,0.998148148148148,0.923518518518518,0.99962962962963,0.727222222222222,0.789259259259259,0.997407407407408,1,0.985185185185185,1,0.767592592592593,0.513703703703704,0.993703703703704,1,1,1,1,1,1,1
ShapesAll,0.941055555555555,0.931277777777778,0.923222222222222,0.938055555555555,0.865333333333333,0.933055555555556,0.890055555555556,0.916,0.920444444444444,0.904055555555556,0.9085,0.850055555555555,0.804277777777778,0.829333333333333,0.5,0.416000002622604,0.426666676998138,0.406666666269302,0.360000014305115,0.5,0.386666655540466
SmallKitchenAppliances,0.837955555555556,0.828266666666667,0.818311111111111,0.770755555555556,0.8128,0.796622222222222,0.738133333333333,0.805244444444444,0.790933333333333,0.773777777777778,0.747111111111111,0.805955555555556,0.788177777777778,0.816977777777778,0.670212745666504,0.651063811779022,0.670212745666504,0.670212745666504,0.648936152458191,0.670212745666504,0.595744669437408
SmoothSubspace,0.997333333333333,0.986222222222222,0.974888888888889,0.984666666666667,0.935777777777778,0.992888888888889,0.998,0.855333333333333,0.411777777777778,0.444,0.407333333333333,0.848444444444444,0.987333333333334,0.855333333333333,0.552631556987762,0.473684203624725,0.552631556987762,0.447368413209915,0.552631556987762,0.421052634716034,0.394736856222153
SonyAIBORobotSurface1,0.889739323349972,0.826344980587909,0.958069883527454,0.954187465335552,0.800942872989462,0.960399334442596,0.920133111480865,0.909262340543538,0.895341098169717,0.622850804215197,0.897670549084858,0.86699944536883,0.863727121464226,0.883361064891847,0.805194795131683,0.781818163394928,0.805194795131683,0.75324672460556,0.772727251052856,0.785714268684387,0.792207777500153
SonyAIBORobotSurface2,0.901084295208115,0.936656173487233,0.93504721930745,0.951276670164393,0.936970968870234,0.968870234347674,0.899020636586219,0.935292060160895,0.884260230849947,0.875795732773697,0.879363413781042,0.912486883525708,0.874326687653026,0.902343476740119,0.772727251052856,0.752066111564636,0.747933864593506,0.772727251052856,0.760330557823181,0.727272748947144,0.752066135406494
StarLightCurves,0.981127570017808,0.979557228428039,0.980994010037235,0.978128541363121,0.978606119475474,0.972029302250283,0.979569370244455,0.980431439209973,0.952096486967784,0.977752145054233,0.976578436134046,0.974380767362797,0.970426582483406,0.970175651610814,0.963298618793488,0.956411421298981,0.956048905849457,0.963298618793488,0.960126876831055,0.953330338001251,0.949252367019653
Strawberry,0.973963963963964,0.975135135135135,0.978738738738739,0.975495495495495,0.971711711711711,0.974864864864865,0.96045045045045,0.978558558558558,0.966036036036036,0.972162162162162,0.97045045045045,0.972972972972973,0.967477477477477,0.922882882882883,0.802955687046051,0.771428561210632,0.75862067937851,0.75862067937851,0.748768448829651,0.802955687046051,0.788177311420441
SwedishLeaf,0.96192,0.94944,0.9632,0.96976,0.933973333333333,0.95856,0.953066666666667,0.9576,0.92544,0.91056,0.92016,0.922933333333333,0.897866666666667,0.88048,0.602189779281616,0.549635028839111,0.547445237636566,0.602189779281616,0.532846689224243,0.536496341228485,0.529197096824646
Symbols,0.970820770519263,0.968509212730318,0.96857621440536,0.969581239530988,0.901407035175879,0.946700167504188,0.967035175879397,0.95323283082077,0.964154103852596,0.96251256281407,0.963182579564489,0.912730318257956,0.877889447236181,0.948006700167504,0.960784316062927,0.94588235616684,0.945098042488098,0.933333337306976,0.937254905700684,0.960784316062927,0.952941179275513
SyntheticControl,0.999,0.994222222222222,0.997777777777777,0.995777777777778,0.991888888888889,0.994444444444444,0.998333333333333,0.987,0.964888888888889,0.951111111111111,0.966555555555556,0.677888888888889,0.991555555555555,0.967,0.680000007152557,0.63199999332428,0.666666686534882,0.573333323001862,0.586666643619537,0.680000007152557,0.653333306312561
ToeSegmentation1,0.959795321637426,0.959649122807017,0.932894736842106,0.953070175438596,0.953362573099415,0.954239766081871,0.835526315789474,0.942982456140351,0.920321637426901,0.951754385964912,0.92485380116959,0.880409356725146,0.667105263157895,0.812719298245614,1,1,1,1,1,1,1
ToeSegmentation2,0.962564102564102,0.968205128205128,0.932564102564102,0.963589743589743,0.945128205128205,0.953076923076923,0.885897435897436,0.928461538461538,0.963076923076923,0.964871794871794,0.961538461538461,0.911794871794872,0.802564102564103,0.835128205128205,1,1,1,1,1,1,1
Trace,1,1,1,1,1,1,1,1,1,1,1,0.983,0.992,0.999666666666667,0.977777779102325,0.937777781486511,0.977777779102325,0.844444453716278,0.977777779102325,0.933333337306976,0.955555558204651
TwoLeadECG,0.990079016681299,0.996283289435177,0.998536728124085,0.994820017559263,0.999122036874451,0.999443956687152,0.981796897863623,0.997541703248463,0.985601404741001,0.993766461808604,0.984723441615452,0.910740415569213,0.870646766169154,0.853906935908692,0.96875,0.961111116409302,0.961805582046509,0.958333313465118,0.961805582046509,0.954861104488373,0.96875
TwoPatterns,0.999991666666667,0.999483333333333,1,1,0.990258333333333,0.999775,0.999991666666667,0.9814,0.99575,0.99205,0.991691666666667,0.438966666666667,0.993825,0.848558333333333,0.708263039588928,0.664924108982086,0.655143320560455,0.666947722434998,0.663575053215027,0.708263039588928,0.630691409111023
UMD,0.983333333333333,0.967361111111111,0.98287037037037,0.979861111111111,0.936805555555556,0.952546296296297,0.954398148148149,0.932175925925926,0.93912037037037,0.921759259259259,0.966435185185185,0.541203703703704,0.833333333333333,0.869444444444444,0.952380955219269,0.890476191043854,0.904761910438538,0.952380955219269,0.857142865657806,0.857142865657806,0.88095235824585
UWaveGestureLibraryAll,0.97074260189838,0.966620137725665,0.977265959426764,0.951191140889633,0.957965754699423,0.868993113716732,0.973059743160246,0.957761027359017,0.947710776102736,0.944853899125256,0.944853899125256,0.917373906569887,0.962367392518146,0.826391215335939,0.754337906837463,0.738447487354279,0.754337906837463,0.736073076725006,0.73698627948761,0.734246551990509,0.730593621730804
UWaveGestureLibraryX,0.84678019728271,0.833454308579937,0.8571282337614,0.833538060673739,0.820165643029965,0.790396426577331,0.831397729387679,0.817606551274893,0.788172343197469,0.774055462497674,0.752587009119672,0.633947515354551,0.7999906942118,0.768546435883119,0.744292259216309,0.734977161884308,0.744292259216309,0.719634711742401,0.739726006984711,0.742465734481812,0.728767096996307
UWaveGestureLibraryY,0.788023450586265,0.754680811464731,0.783631118555742,0.770761213474781,0.744919039642658,0.675851479620324,0.767215708170482,0.725823562255723,0.714824120603015,0.694369998138842,0.66212544202494,0.66822073329611,0.721877908058813,0.704383026242323,0.673972606658935,0.65844749212265,0.671232879161835,0.652968049049377,0.673972606658935,0.638356149196625,0.655707776546478
UWaveGestureLibraryZ,0.791178112786153,0.775144239717104,0.795831006886283,0.77321794155965,0.772473478503629,0.751386562441839,0.767383212358087,0.754820398287735,0.736376326074818,0.710580681183696,0.695495998511074,0.663521310254979,0.733407779638935,0.706374464917179,0.72054797410965,0.705936086177826,0.704109609127045,0.690410971641541,0.72054797410965,0.705936074256897,0.708675801753998
Wafer,0.998923858966039,0.999859398658879,0.998648064027688,0.998626433052131,0.999978369024443,0.998880597014925,0.996144278606965,0.999913476097772,0.999042829331603,0.998929266709928,0.998907635734371,0.995354747999135,0.996593121349773,0.997252866104261,1,1,1,1,1,1,1
Wine,0.898148148148148,0.891975308641976,0.914197530864197,0.887037037037037,0.885802469135802,0.856172839506173,0.856172839506173,0.930246913580247,0.893827160493827,0.877777777777778,0.892592592592592,0.870987654320988,0.862345679012346,0.7,0.533333361148834,0.400000011920929,0.400000005960465,0.400000005960465,0.266666680574417,0.533333361148834,0.400000005960465
WordSynonyms,0.79367816091954,0.693155694879833,0.764420062695925,0.75208986415883,0.623040752351097,0.613322884012539,0.77816091954023,0.712748171368861,0.737565308254963,0.667816091954023,0.65841170323929,0.591640543364681,0.647910135841171,0.543991640543365,0.545045018196106,0.499999994039536,0.486486494541168,0.504504501819611,0.432432442903519,0.531531512737274,0.545045018196106
Worms,0.768398268398268,0.716450216450216,0.720346320346321,0.780952380952381,0.733333333333333,0.758874458874459,0.693073593073593,0.778354978354978,0.717316017316017,0.662337662337662,0.725541125541125,0.686580086580087,0.612121212121212,0.725108225108225,0.473684221506119,0.428070175647736,0.438596487045288,0.438596487045288,0.473684221506119,0.40350878238678,0.385964900255203
WormsTwoClass,0.786147186147186,0.789610389610389,0.78961038961039,0.802597402597402,0.785281385281385,0.767965367965368,0.769264069264069,0.800432900432901,0.807792207792208,0.790909090909091,0.807792207792208,0.785281385281385,0.693506493506493,0.792207792207792,0.666666686534882,0.603703701496124,0.5,0.648148119449616,0.666666686534882,0.57407408952713,0.629629611968994
Yoga,0.872633333333333,0.912433333333333,0.913844444444444,0.912411111111111,0.879988888888889,0.877211111111111,0.887444444444444,0.892377777777778,0.915055555555555,0.912122222222222,0.910155555555555,0.8372,0.8658,0.803822222222222,0.842439651489258,0.824396443367004,0.817026674747467,0.824650585651398,0.806861519813538,0.842439651489258,0.831003785133362
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,73.5982487723231,,,,,,
